id,odasalon,brut,net,kati,yasi,isinma,esyali,kredi,tapu,banyo,fiyat,ilce
3384,2 + 1,100.0,90 ,Bahçe Katı,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,188.000 TL,Sultangazi
3385,2 + 1,90.0,80 ,Giriş Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,212.000 TL,Sultangazi
3386,2 + 1,95.0,85 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,257.000 TL,Sultangazi
3387,3 + 1,130.0,125 ,Ara Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,439.000 TL,Sultangazi
3388,3 + 2,200.0,190 ,5. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,372.000 TL,Sultangazi
3389,3 + 1,135.0,125 ,Çatı Katı,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,278.000 TL,Sultangazi
3390,2 + 1,125.0,115 ,3. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,228.000 TL,Sultangazi
3391,4 + 2,200.0,180 ,5. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,447.000 TL,Sultangazi
3392,3 + 1,155.0,143 ,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,438.000 TL,Sultangazi
3393,2 + 1,100.0,100 ,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,440.000 TL,Sultangazi
3394,2 + 1,110.0,95 ,3. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,250.000 TL,Sultangazi
3395,2 + 1,105.0,95 ,Yüksek Giriş,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,232.000 TL,Sultangazi
3396,2 + 1,90.0,Belirtilmemiş,5. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat İrtifakı,1,125.000 TL,Sultangazi
3397,2 + 1,105.0,95 ,Bahçe Katı,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,208.000 TL,Sultangazi
3398,2 + 1,95.0,85 ,Bahçe Katı,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,188.000 TL,Sultangazi
3399,2 + 1,130.0,120 ,3. Kat,21 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,263.000 TL,Sultangazi
3400,2 + 1,95.0,85 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,146.000 TL,Sultangazi
3401,2 + 1,85.0,75 ,Kot 1,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,227.000 TL,Sultangazi
3402,2 + 1,100.0,90 ,4. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,367.000 TL,Sultangazi
3403,2 + 1,110.0,100 ,3. Kat,15 Yaşında,Isıtma Yok,Eşyalı Değil,Uygun,Kat İrtifakı,1,267.000 TL,Sultangazi
3404,2 + 1,100.0,95 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,288.000 TL,Sultangazi
3405,2 + 1,105.0,85 ,Yüksek Giriş,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Şile
3406,3 + 1,130.0,120 ,2. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Şile
3407,4 + 2,167.0,150 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,640.000 TL,Şile
3408,2 + 1,90.0,85 ,Yüksek Giriş,20 Yaşında,Kombi,Eşyalı,Uygun,Kat Mülkiyeti,1,245.000 TL,Şile
3409,2 + 1,75.0,72 ,Kot 1,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Şile
3410,2 + 1,75.0,68 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,420.000 TL,Şile
3411,2 + 1,86.0,77 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,440.000 TL,Şile
3412,3 + 2,130.0,120 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,545.000 TL,Şile
3413,2 + 1,95.0,85 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Bilinmiyor,Kat İrtifakı,1,450.000 TL,Şile
3414,2 + 1,90.0,80 ,Kot 2,25 Yaşında,Klima,Eşyalı Değil,Uygun,Kat İrtifakı,1,360.000 TL,Şile
3415,2 + 1,80.0,70 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Bilinmiyor,Kat İrtifakı,1,380.000 TL,Şile
3416,3 + 1,135.0,130 ,Bahçe Katı,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,335.000 TL,Şile
3417,2 + 1,70.0,60 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,290.000 TL,Şile
3418,2 + 1,95.0,80 ,3. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,330.000 TL,Şile
3419,2 + 1,70.0,60 ,Kot 1,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,250.000 TL,Şile
3420,2 + 1,87.0,85 ,3. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,257.000 TL,Şile
3421,1 + 1,35.0,35 ,Çatı Katı,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,127.000 TL,Şile
3422,2 + 1,80.0,70 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Şile
3423,2 + 1,90.0,80 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Şile
3424,4 + 1,125.0,100 ,Zemin,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,475.000 TL,Şile
3425,3 + 1,130.0,125 ,Giriş Katı,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,325.000 TL,Şile
3426,2 + 1,109.0,100 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,440.000 TL,Şile
3427,1 + 1,100.0,90 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,260.000 TL,Şile
3428,4 + 1,160.0,100 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Şile
3429,2 + 1,130.0,120 ,3. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Şile
3430,2 + 1,118.0,95 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,375.000 TL,Şile
3431,2 + 1,88.0,76 ,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,260.000 TL,Şile
3432,3 + 2,195.0,180 ,4. Kat,3 Yaşında,Kat Kaloriferi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,820.000 TL,Şile
3433,2 + 1,65.0,55 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,315.000 TL,Şile
3434,3 + 1,120.0,110 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,375.000 TL,Şile
3435,3 + 1,123.0,100 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,530.000 TL,Şile
3436,3 + 1,145.0,135 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,600.000 TL,Şile
3437,1 + 1,150.0,130 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı,Uygun,Kat İrtifakı,1,300.000 TL,Şile
3438,2 + 1,90.0,85 ,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat İrtifakı,1,850.000 TL,Şile
3439,3 + 1,130.0,125 ,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,490.000 TL,Şile
3440,4 + 1,160.0,150 ,2. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,600.000 TL,Şile
3441,2 + 1,140.0,125 ,2. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,300.000 TL,Şile
3442,2 + 1,90.0,80 ,2. Kat,19 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,320.000 TL,Şile
3443,2 + 1,125.0,110 ,1. Kat,22 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,400.000 TL,Şile
3444,4 + 1,165.0,150 ,2. Kat,14 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,480.000 TL,Şile
3445,5 + 1,180.0,160 ,Teras Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,795.000 TL,Şile
3446,2 + 1,115.0,100 ,1. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,350.000 TL,Şile
3447,2 + 1,95.0,85 ,1. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,335.000 TL,Şile
3448,3 + 1,127.0,102 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,560.000 TL,Şile
3449,3 + 1,130.0,125 ,Giriş Katı,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,325.000 TL,Şile
3450,2 + 1,109.0,100 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,440.000 TL,Şile
3451,1 + 1,100.0,90 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,260.000 TL,Şile
3452,4 + 1,160.0,100 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Şile
3453,2 + 1,130.0,120 ,3. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Şile
3454,2 + 1,118.0,95 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,375.000 TL,Şile
3455,2 + 1,88.0,76 ,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,260.000 TL,Şile
3456,3 + 2,195.0,180 ,4. Kat,3 Yaşında,Kat Kaloriferi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,820.000 TL,Şile
3457,2 + 1,65.0,55 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,315.000 TL,Şile
3458,3 + 1,120.0,110 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,375.000 TL,Şile
3459,3 + 1,123.0,100 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,530.000 TL,Şile
3460,3 + 1,145.0,135 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,600.000 TL,Şile
3461,1 + 1,150.0,130 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı,Uygun,Kat İrtifakı,1,300.000 TL,Şile
3462,2 + 1,90.0,85 ,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat İrtifakı,1,850.000 TL,Şile
3463,3 + 1,130.0,125 ,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,490.000 TL,Şile
3464,4 + 1,160.0,150 ,2. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,600.000 TL,Şile
3465,2 + 1,140.0,125 ,2. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,300.000 TL,Şile
3466,2 + 1,90.0,80 ,2. Kat,19 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,320.000 TL,Şile
3467,2 + 1,125.0,110 ,1. Kat,22 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,400.000 TL,Şile
3468,4 + 1,165.0,150 ,2. Kat,14 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,480.000 TL,Şile
3469,5 + 1,180.0,160 ,Teras Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,795.000 TL,Şile
3470,2 + 1,115.0,100 ,1. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,350.000 TL,Şile
3471,2 + 1,95.0,85 ,1. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,335.000 TL,Şile
3472,3 + 1,127.0,102 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,560.000 TL,Şile
3473,3 + 2,150.0,140 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,420.000 TL,Şile
3474,2 + 1,110.0,95 ,1. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,435.000 TL,Şile
3475,3 + 1,130.0,Belirtilmemiş,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,550.000 TL,Şile
3476,2 + 1,140.0,130 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,355.000 TL,Şile
3477,2 + 1,90.0,85 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,380.000 TL,Şile
3478,2 + 1,120.0,90 ,Villa Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,350.000 TL,Şile
3479,3 + 2,165.0,Belirtilmemiş,3. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,650.000 TL,Şile
3480,5 + 2,240.0,Belirtilmemiş,3. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,550.000 TL,Şile
3481,1 + 1,55.0,50 ,Yarı Bodrum,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,170.000 TL,Şile
3482,2 + 1,85.0,80 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,285.000 TL,Şile
3483,2 + 1,80.0,74 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,345.000 TL,Şile
3484,2 + 1,80.0,75 ,1. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,265.000 TL,Şile
3485,2 + 1,85.0,70 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,275.000 TL,Şile
3486,2 + 1,88.0,Belirtilmemiş,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,370.000 TL,Şile
3487,3 + 1,120.0,110 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,350.000 TL,Şile
3488,2 + 1,73.0,65 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,320.000 TL,Şile
3489,2 + 1,85.0,80 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,450.000 TL,Şile
3490,2 + 1,110.0,Belirtilmemiş,2. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Şile
3491,2 + 1,80.0,75 ,1. Kat,23 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,198.000 TL,Şile
3492,3 + 1,150.0,145 ,4. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,419.000 TL,Şile
3493,2 + 1,80.0,110 ,3. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,349.000 TL,Şile
3494,2 + 1,120.0,100 ,Bahçe Katı,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,247.000 TL,Şile
3495,2 + 1,97.0,97 ,2. Kat,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,306.000 TL,Şile
3496,2 + 1,115.0,90 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,400.000 TL,Şile
3497,3 + 2,150.0,140 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,420.000 TL,Şile
3498,2 + 1,110.0,95 ,1. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,435.000 TL,Şile
3499,3 + 1,130.0,Belirtilmemiş,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,550.000 TL,Şile
3500,2 + 1,140.0,130 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,355.000 TL,Şile
3501,2 + 1,90.0,85 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,380.000 TL,Şile
3502,2 + 1,120.0,90 ,Villa Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,350.000 TL,Şile
3503,3 + 2,165.0,Belirtilmemiş,3. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,650.000 TL,Şile
3504,5 + 2,240.0,Belirtilmemiş,3. Kat,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,550.000 TL,Şile
3521,1 + 1,60.0,50 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,390.000 TL,Şişli
3522,3 + 2,150.0,140 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,430.000 TL,Şişli
3523,4 + 1,145.0,130 ,4. Kat,45 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,795.000 TL,Şişli
3524,2 + 1,100.0,90 ,3. Kat,40 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.500.000 TL,Şişli
3525,2 + 1,90.0,Belirtilmemiş,2. Kat,1 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.350.000 TL,Şişli
3526,3 + 1,180.0,165 ,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,5.750.000 TL,Şişli
3527,2 + 1,81.0,66 ,Zemin,20 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,445.000 TL,Şişli
3528,3 + 1,145.0,Belirtilmemiş,5. Kat,43 Yaşında,Merkezi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,1.200.000 TL,Şişli
3529,3 + 1,150.0,140 ,5. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,430.000 TL,Şişli
3530,1 + 1,55.0,Belirtilmemiş,Giriş Katı,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,300.000 TL,Şişli
3531,2 + 1,115.0,90 ,Kot 1,30 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.350.000 TL,Şişli
3532,3 + 1,140.0,125 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.400.000 TL,Şişli
3533,2 + 1,90.0,80 ,Bahçe Katı,14 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Şişli
3534,4 + 1,190.0,180 ,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Şişli
3535,2 + 1,100.0,90 ,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,650.000 TL,Şişli
3536,2 + 1,90.0,71 ,Ara Kat,4 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Bilinmiyor,Kat Mülkiyeti,1,1.200.000 TL,Şişli
3537,4 + 1,180.0,Belirtilmemiş,Çatı Katı,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,980.000 TL,Şişli
3538,4 + 1,190.0,177 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.300.000 TL,Şişli
3539,1 + 1,60.0,Belirtilmemiş,Kot 2,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,215.000 TL,Şişli
3540,3 + 1,120.0,110 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,465.000 TL,Şişli
3541,6 + 1,220.0,200 ,1. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.950.000 TL,Şişli
3542,1 + 1,65.0,60 ,6. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,510.000 TL,Şişli
3543,2 + 1,95.0,85 ,3. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Şişli
3544,2 + 1,100.0,90 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,600.000 TL,Şişli
3545,2 + 1,115.0,110 ,4. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,850.000 TL,Şişli
3546,3 + 1,165.0,140 ,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Şişli
3547,2 + 1,100.0,90 ,Giriş Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,380.000 TL,Şişli
3548,1 + 1,70.0,65 ,Yarı Bodrum,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Şişli
3549,2 + 1,85.0,75 ,Kot 2,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,285.000 TL,Şişli
3550,4 + 1,170.0,160 ,2. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,4.650.000 TL,Şişli
3551,3 + 1,140.0,130 ,3. Kat,45 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.500.000 TL,Şişli
3552,3 + 1,120.0,120 ,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.100.000 TL,Şişli
3553,3 + 1,140.0,135 ,Yüksek Giriş,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,560.000 TL,Şişli
3554,2 + 1,100.0,90 ,Yarı Bodrum,30 Yaşında,Kombi,Eşyalı,Uygun,Kat Mülkiyeti,1,395.000 TL,Şişli
3555,3 + 1,160.0,140 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.800.000 TL,Şişli
3556,2 + 1,75.0,70 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,530.000 TL,Şişli
3557,3 + 1,120.0,115 ,4. Kat,17 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,600.000 TL,Şişli
3558,3 + 1,130.0,Belirtilmemiş,3. Kat,30 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,670.000 TL,Şişli
3559,3 + 1,120.0,110 ,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,465.000 TL,Şişli
3560,6 + 1,220.0,200 ,1. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.950.000 TL,Şişli
3561,1 + 1,65.0,60 ,6. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,510.000 TL,Şişli
3562,2 + 1,95.0,85 ,3. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Şişli
3563,2 + 1,100.0,90 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,600.000 TL,Şişli
3564,2 + 1,115.0,110 ,4. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,850.000 TL,Şişli
3565,3 + 1,165.0,140 ,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Şişli
3566,2 + 1,100.0,90 ,Giriş Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,380.000 TL,Şişli
3567,1 + 1,70.0,65 ,Yarı Bodrum,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Şişli
3568,2 + 1,85.0,75 ,Kot 2,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,285.000 TL,Şişli
3569,4 + 1,170.0,160 ,2. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,4.650.000 TL,Şişli
3570,3 + 1,140.0,130 ,3. Kat,45 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.500.000 TL,Şişli
3571,3 + 1,120.0,120 ,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.100.000 TL,Şişli
3572,3 + 1,140.0,135 ,Yüksek Giriş,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,560.000 TL,Şişli
3573,2 + 1,100.0,90 ,Yarı Bodrum,30 Yaşında,Kombi,Eşyalı,Uygun,Kat Mülkiyeti,1,395.000 TL,Şişli
3574,3 + 1,160.0,140 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.800.000 TL,Şişli
3575,2 + 1,75.0,70 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,530.000 TL,Şişli
3576,3 + 1,120.0,115 ,4. Kat,17 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,600.000 TL,Şişli
3577,3 + 1,130.0,Belirtilmemiş,3. Kat,30 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,670.000 TL,Şişli
